transaction_id,timestamp,amount,merchant_risk,transactions_last_hour,distance_from_home_km,card_present,foreign_transaction,fraud
T0021216,2026-03-15 16:00:00,29.61,0.1133,4,83.63,1,0,0
T0021217,2026-03-15 16:05:00,93.83,0.1967,3,8.25,1,0,0
T0021218,2026-03-15 16:10:00,125.0,0.1518,0,20.78,1,0,0
T0021219,2026-03-15 16:15:00,6.59,0.0354,3,18.76,1,0,0
T0021220,2026-03-15 16:20:00,5.76,0.0074,1,135.69,1,0,0
T0021221,2026-03-15 16:25:00,1.0,0.0342,3,3.48,0,0,0
T0021222,2026-03-15 16:30:00,42.64,0.0322,4,6.52,1,0,0
T0021223,2026-03-15 16:35:00,110.36,0.2094,5,135.44,1,0,0
T0021224,2026-03-15 16:40:00,30.77,0.2115,1,6.6,1,0,0
T0021225,2026-03-15 16:45:00,17.87,0.052,1,24.61,1,0,0
T0021226,2026-03-15 16:50:00,53.59,0.3772,1,35.51,1,0,0
T0021227,2026-03-15 16:55:00,9.49,0.2046,1,3.82,1,0,0
T0021228,2026-03-15 17:00:00,45.46,0.0604,1,235.31,0,0,0
T0021229,2026-03-15 17:05:00,89.56,0.1829,2,38.66,0,0,0
T0021230,2026-03-15 17:10:00,80.27,0.0534,1,120.03,1,0,0
T0021231,2026-03-15 17:15:00,47.72,0.2436,0,1.11,0,0,0
T0021232,2026-03-15 17:20:00,14.49,0.3437,0,2.1,0,0,0
T0021233,2026-03-15 17:25:00,17.23,0.0345,2,2.06,1,0,0
T0021234,2026-03-15 17:30:00,9.69,0.0871,0,10.81,0,0,0
T0021235,2026-03-15 17:35:00,147.68,0.0259,2,15.72,1,0,0
T0021236,2026-03-15 17:40:00,80.8,0.0288,4,10.07,1,0,0
T0021237,2026-03-15 17:45:00,22.4,0.339,0,13.63,0,0,0
T0021238,2026-03-15 17:50:00,22.19,0.2497,3,51.29,1,0,0
T0021239,2026-03-15 17:55:00,30.0,0.2869,3,20.41,1,0,0
T0021240,2026-03-15 18:00:00,12.42,0.2168,1,55.19,1,0,0
T0021241,2026-03-15 18:05:00,39.48,0.35,2,31.86,1,0,0
T0021242,2026-03-15 18:10:00,38.69,0.1083,2,27.12,1,0,0
T0021243,2026-03-15 18:15:00,36.27,0.0797,4,47.72,0,0,0
T0021244,2026-03-15 18:20:00,24.92,0.0975,0,45.56,1,0,0
T0021245,2026-03-15 18:25:00,2.02,0.0885,2,18.19,1,0,0
T0021246,2026-03-15 18:30:00,19.57,0.0853,0,7.73,1,0,0
T0021247,2026-03-15 18:35:00,5.94,0.2125,2,85.41,0,0,0
T0021248,2026-03-15 18:40:00,4.54,0.0735,4,47.85,0,1,0
T0021249,2026-03-15 18:45:00,213.42,0.1733,2,233.68,1,0,0
T0021250,2026-03-15 18:50:00,14.5,0.1581,2,49.29,1,0,0
T0021251,2026-03-15 18:55:00,19.53,0.0566,1,37.2,1,0,0
T0021252,2026-03-15 19:00:00,17.46,0.235,3,18.06,0,0,0
T0021253,2026-03-15 19:05:00,10.18,0.0808,0,53.44,1,1,0
T0021254,2026-03-15 19:10:00,114.81,0.0963,2,38.88,1,0,0
T0021255,2026-03-15 19:15:00,3.83,0.1473,2,12.43,1,0,0
T0021256,2026-03-15 19:20:00,37.48,0.225,0,39.43,1,0,0
T0021257,2026-03-15 19:25:00,13.13,0.3814,2,63.35,1,0,0
T0021258,2026-03-15 19:30:00,81.35,0.0921,2,98.6,1,0,0
T0021259,2026-03-15 19:35:00,53.61,0.2581,3,72.27,1,0,0
T0021260,2026-03-15 19:40:00,25.24,0.2038,4,0.23,0,0,0
T0021261,2026-03-15 19:45:00,5.36,0.5137,0,5.58,1,0,0
T0021262,2026-03-15 19:50:00,50.38,0.0379,3,32.56,1,0,0
T0021263,2026-03-15 19:55:00,60.73,0.2321,0,46.14,0,0,0
T0021264,2026-03-15 20:00:00,44.47,0.0711,0,51.33,1,0,0
T0021265,2026-03-15 20:05:00,17.46,0.1223,0,9.17,0,0,0
T0021266,2026-03-15 20:10:00,43.26,0.0062,1,22.83,1,0,0
T0021267,2026-03-15 20:15:00,10.86,0.1115,2,30.75,1,0,0
T0021268,2026-03-15 20:20:00,29.61,0.1143,1,36.22,1,0,0
T0021269,2026-03-15 20:25:00,33.33,0.2145,0,54.04,1,0,0
T0021270,2026-03-15 20:30:00,18.47,0.0347,2,3.96,1,0,0
T0021271,2026-03-15 20:35:00,8.77,0.1062,0,168.84,1,0,0
T0021272,2026-03-15 20:40:00,18.6,0.1867,2,0.55,1,0,0
T0021273,2026-03-15 20:45:00,9.77,0.1537,2,33.09,1,0,0
T0021274,2026-03-15 20:50:00,7.15,0.2791,1,30.22,1,0,0
T0021275,2026-03-15 20:55:00,64.9,0.0617,2,32.4,0,0,0
T0021276,2026-03-15 21:00:00,19.87,0.0225,1,8.77,1,0,0
T0021277,2026-03-15 21:05:00,13.91,0.1087,4,7.25,1,0,0
T0021278,2026-03-15 21:10:00,13.88,0.2302,2,5.92,1,1,0
T0021279,2026-03-15 21:15:00,35.32,0.0805,4,107.61,1,0,0
T0021280,2026-03-15 21:20:00,16.78,0.0568,1,33.87,1,0,0
T0021281,2026-03-15 21:25:00,11.5,0.1279,1,12.96,0,0,0
T0021282,2026-03-15 21:30:00,30.07,0.2712,2,18.95,0,0,0
T0021283,2026-03-15 21:35:00,26.49,0.1214,4,47.07,0,0,0
T0021284,2026-03-15 21:40:00,9.48,0.3527,1,1.22,0,0,0
T0021285,2026-03-15 21:45:00,8.0,0.4649,1,18.88,1,0,0
T0021286,2026-03-15 21:50:00,82.76,0.0162,2,47.1,1,0,0
T0021287,2026-03-15 21:55:00,17.48,0.0409,2,2.39,1,0,0
T0021288,2026-03-15 22:00:00,75.27,0.1417,2,2.71,1,0,0
T0021289,2026-03-15 22:05:00,41.4,0.0633,0,13.44,0,0,0
T0021290,2026-03-15 22:10:00,21.43,0.269,1,31.22,1,0,0
T0021291,2026-03-15 22:15:00,18.15,0.1333,1,61.5,1,0,0
T0021292,2026-03-15 22:20:00,114.19,0.0602,1,18.25,1,0,0
T0021293,2026-03-15 22:25:00,12.2,0.0509,1,38.31,0,0,0
T0021294,2026-03-15 22:30:00,15.65,0.3012,1,20.53,0,0,0
T0021295,2026-03-15 22:35:00,10.19,0.1991,2,48.08,0,0,0
T0021296,2026-03-15 22:40:00,19.7,0.0829,1,15.27,0,1,0
T0021297,2026-03-15 22:45:00,9.11,0.0661,2,17.86,1,0,0
T0021298,2026-03-15 22:50:00,25.73,0.2283,5,0.78,1,0,0
T0021299,2026-03-15 22:55:00,6.66,0.1382,1,25.96,1,0,0
T0021300,2026-03-15 23:00:00,38.3,0.1395,1,24.49,1,0,0
T0021301,2026-03-15 23:05:00,31.98,0.0665,1,20.1,1,0,0
T0021302,2026-03-15 23:10:00,28.25,0.0117,1,74.63,1,0,0
T0021303,2026-03-15 23:15:00,12.67,0.0444,2,34.18,1,0,0
T0021304,2026-03-15 23:20:00,80.98,0.0509,0,4.7,1,0,0
T0021305,2026-03-15 23:25:00,165.28,0.0243,1,21.91,1,0,0
T0021306,2026-03-15 23:30:00,20.13,0.1579,1,12.7,1,0,0
T0021307,2026-03-15 23:35:00,10.71,0.1071,3,14.73,1,0,0
T0021308,2026-03-15 23:40:00,43.11,0.0656,3,20.6,0,0,0
T0021309,2026-03-15 23:45:00,18.59,0.0048,1,4.8,1,0,0
T0021310,2026-03-15 23:50:00,26.35,0.2857,3,5.95,0,0,0
T0021311,2026-03-15 23:55:00,43.21,0.18,2,4.58,1,0,0
T0021312,2026-03-16 00:00:00,6.0,0.2807,0,2.84,1,0,0
T0021313,2026-03-16 00:05:00,46.71,0.2391,2,19.52,1,0,0
T0021314,2026-03-16 00:10:00,8.16,0.2914,3,32.04,1,0,0
T0021315,2026-03-16 00:15:00,6.68,0.1187,2,61.43,1,0,0
T0021316,2026-03-16 00:20:00,15.6,0.0606,1,17.91,1,0,0
T0021317,2026-03-16 00:25:00,96.18,0.0786,1,62.21,0,0,0
T0021318,2026-03-16 00:30:00,12.25,0.0494,4,40.46,0,0,0
T0021319,2026-03-16 00:35:00,36.08,0.1286,4,10.85,0,0,0
T0021320,2026-03-16 00:40:00,9.12,0.0807,3,18.59,0,0,0
T0021321,2026-03-16 00:45:00,42.23,0.2465,1,23.12,0,0,0
T0021322,2026-03-16 00:50:00,31.25,0.556,0,26.59,1,0,0
T0021323,2026-03-16 00:55:00,71.16,0.1895,0,220.73,1,0,0
T0021324,2026-03-16 01:00:00,27.2,0.1412,0,79.65,0,0,0
T0021325,2026-03-16 01:05:00,22.94,0.0759,3,34.9,1,0,0
T0021326,2026-03-16 01:10:00,3.61,0.2346,0,62.96,0,0,0
T0021327,2026-03-16 01:15:00,31.1,0.1353,2,84.26,1,0,0
T0021328,2026-03-16 01:20:00,49.65,0.1021,2,95.2,1,0,0
T0021329,2026-03-16 01:25:00,27.73,0.09,0,18.0,1,0,0
T0021330,2026-03-16 01:30:00,27.25,0.0854,0,82.6,0,0,0
T0021331,2026-03-16 01:35:00,39.64,0.0569,1,45.86,1,0,0
T0021332,2026-03-16 01:40:00,53.63,0.143,0,32.7,1,0,0
T0021333,2026-03-16 01:45:00,9.41,0.2366,1,20.8,1,0,0
T0021334,2026-03-16 01:50:00,21.18,0.1922,1,43.72,1,0,0
T0021335,2026-03-16 01:55:00,34.78,0.3306,1,53.17,0,0,0
T0021336,2026-03-16 02:00:00,29.27,0.2074,4,8.96,1,1,0
T0021337,2026-03-16 02:05:00,8.86,0.2754,0,8.02,1,0,0
T0021338,2026-03-16 02:10:00,3.22,0.1024,3,48.31,1,0,0
T0021339,2026-03-16 02:15:00,31.17,0.2715,1,22.3,1,0,0
T0021340,2026-03-16 02:20:00,46.21,0.0521,1,0.89,1,0,0
T0021341,2026-03-16 02:25:00,118.44,0.087,0,15.97,0,0,0
T0021342,2026-03-16 02:30:00,34.46,0.1118,1,26.49,1,0,0
T0021343,2026-03-16 02:35:00,9.65,0.1876,1,4.42,0,0,0
T0021344,2026-03-16 02:40:00,35.2,0.1137,0,37.64,1,0,0
T0021345,2026-03-16 02:45:00,20.29,0.0289,1,15.77,0,0,0
T0021346,2026-03-16 02:50:00,11.63,0.6071,1,3.74,0,1,0
T0021347,2026-03-16 02:55:00,5.51,0.1737,2,56.33,1,0,0
T0021348,2026-03-16 03:00:00,3.77,0.0641,1,51.2,1,0,0
T0021349,2026-03-16 03:05:00,11.4,0.2208,2,30.75,1,0,0
T0021350,2026-03-16 03:10:00,15.02,0.111,2,53.15,0,0,0
T0021351,2026-03-16 03:15:00,24.1,0.0715,2,16.57,1,1,0
T0021352,2026-03-16 03:20:00,23.07,0.0893,2,0.02,1,0,0
T0021353,2026-03-16 03:25:00,28.39,0.0106,4,0.29,1,0,0
T0021354,2026-03-16 03:30:00,149.02,0.0334,4,26.05,1,0,0
T0021355,2026-03-16 03:35:00,21.27,0.1409,3,10.05,1,0,0
T0021356,2026-03-16 03:40:00,87.54,0.1514,1,9.45,1,0,0
T0021357,2026-03-16 03:45:00,10.51,0.051,1,6.31,1,0,0
T0021358,2026-03-16 03:50:00,11.09,0.3537,2,108.83,1,0,0
T0021359,2026-03-16 03:55:00,13.49,0.0902,2,8.54,0,0,0
T0021360,2026-03-16 04:00:00,3.85,0.0261,1,417.49,0,0,0
T0021361,2026-03-16 04:05:00,115.87,0.5287,3,48.09,1,0,0
T0021362,2026-03-16 04:10:00,29.04,0.0578,2,26.67,0,0,0
T0021363,2026-03-16 04:15:00,46.08,0.4427,1,21.52,1,0,0
T0021364,2026-03-16 04:20:00,124.38,0.2162,5,30.03,1,0,0
T0021365,2026-03-16 04:25:00,35.3,0.1299,0,6.72,1,0,0
T0021366,2026-03-16 04:30:00,112.85,0.0956,0,3.41,1,0,0
T0021367,2026-03-16 04:35:00,2.2,0.2321,0,51.77,1,0,0
T0021368,2026-03-16 04:40:00,79.39,0.0307,3,22.53,1,0,0
T0021369,2026-03-16 04:45:00,30.46,0.0525,0,3.03,1,0,0
T0021370,2026-03-16 04:50:00,13.09,0.02,1,99.58,1,1,0
T0021371,2026-03-16 04:55:00,65.93,0.1047,1,9.84,1,0,0
T0021372,2026-03-16 05:00:00,23.25,0.394,2,41.25,1,0,0
T0021373,2026-03-16 05:05:00,11.31,0.0142,1,14.05,1,0,0
T0021374,2026-03-16 05:10:00,3.31,0.1094,1,9.45,1,0,0
T0021375,2026-03-16 05:15:00,131.29,0.1562,1,15.91,0,0,0
T0021376,2026-03-16 05:20:00,1.71,0.2668,3,36.63,1,0,0
T0021377,2026-03-16 05:25:00,24.23,0.2148,2,16.92,1,0,0
T0021378,2026-03-16 05:30:00,109.46,0.3282,0,18.74,1,0,0
T0021379,2026-03-16 05:35:00,43.1,0.1659,1,12.62,0,0,0
T0021380,2026-03-16 05:40:00,12.15,0.0648,6,33.41,0,0,0
T0021381,2026-03-16 05:45:00,17.31,0.2536,2,13.15,1,0,0
T0021382,2026-03-16 05:50:00,12.3,0.25,3,28.69,0,0,0
T0021383,2026-03-16 05:55:00,28.87,0.0909,3,35.72,1,1,0
T0021384,2026-03-16 06:00:00,20.92,0.1939,0,49.73,1,0,0
T0021385,2026-03-16 06:05:00,6.29,0.0546,1,44.72,1,0,0
T0021386,2026-03-16 06:10:00,5.25,0.0158,1,19.68,1,0,0
T0021387,2026-03-16 06:15:00,69.75,0.0604,5,3.21,0,0,0
T0021388,2026-03-16 06:20:00,6.36,0.2943,4,36.91,1,0,0
T0021389,2026-03-16 06:25:00,7.31,0.0283,0,14.51,0,0,0
T0021390,2026-03-16 06:30:00,225.28,0.0798,4,15.6,1,0,0
T0021391,2026-03-16 06:35:00,9.77,0.0318,2,56.57,1,0,0
T0021392,2026-03-16 06:40:00,6.04,0.2021,2,17.61,1,0,0
T0021393,2026-03-16 06:45:00,8.52,0.1167,6,27.26,0,0,0
T0021394,2026-03-16 06:50:00,47.76,0.2477,1,49.98,1,0,0
T0021395,2026-03-16 06:55:00,10.62,0.1938,2,29.9,0,0,0
T0021396,2026-03-16 07:00:00,19.38,0.0911,5,85.71,0,0,0
T0021397,2026-03-16 07:05:00,2.24,0.1463,2,24.71,1,0,0
T0021398,2026-03-16 07:10:00,12.01,0.1052,6,29.66,1,0,0
T0021399,2026-03-16 07:15:00,22.94,0.1608,3,26.77,0,1,0
T0021400,2026-03-16 07:20:00,23.23,0.0203,0,88.65,1,0,0
T0021401,2026-03-16 07:25:00,95.16,0.3517,4,47.62,1,0,0
T0021402,2026-03-16 07:30:00,36.55,0.2501,2,43.95,1,0,0
T0021403,2026-03-16 07:35:00,1.25,0.0738,2,48.07,0,0,0
T0021404,2026-03-16 07:40:00,4.36,0.1188,1,13.76,1,0,0
T0021405,2026-03-16 07:45:00,9.08,0.1991,0,94.89,1,0,0
T0021406,2026-03-16 07:50:00,16.36,0.1483,5,54.81,0,0,0
T0021407,2026-03-16 07:55:00,23.06,0.0617,3,89.69,1,0,0
T0021408,2026-03-16 08:00:00,40.91,0.1061,3,13.7,1,1,0
T0021409,2026-03-16 08:05:00,4.08,0.1008,1,4.28,0,0,0
T0021410,2026-03-16 08:10:00,2.37,0.336,2,7.25,1,0,0
T0021411,2026-03-16 08:15:00,48.01,0.1853,2,13.6,1,0,0
T0021412,2026-03-16 08:20:00,8.02,0.0464,2,48.36,0,0,0
T0021413,2026-03-16 08:25:00,2.08,0.3829,0,21.38,1,1,0
T0021414,2026-03-16 08:30:00,8.38,0.1571,2,9.2,1,0,0
T0021415,2026-03-16 08:35:00,13.91,0.1526,1,60.64,0,0,0
T0021416,2026-03-16 08:40:00,6.47,0.2339,1,1.74,1,0,0
T0021417,2026-03-16 08:45:00,6.69,0.0436,2,52.05,1,0,0
T0021418,2026-03-16 08:50:00,59.36,0.0774,0,11.93,1,0,0
T0021419,2026-03-16 08:55:00,7.17,0.1058,2,22.29,0,0,0
T0021420,2026-03-16 09:00:00,29.24,0.1132,2,66.49,1,0,0
T0021421,2026-03-16 09:05:00,26.73,0.3214,1,10.23,0,0,0
T0021422,2026-03-16 09:10:00,15.08,0.0824,3,20.46,1,0,0
T0021423,2026-03-16 09:15:00,227.49,0.5022,1,9.95,1,0,0
T0021424,2026-03-16 09:20:00,5.59,0.2096,1,17.76,0,1,0
T0021425,2026-03-16 09:25:00,284.15,0.3421,3,82.28,0,0,0
T0021426,2026-03-16 09:30:00,8.29,0.012,2,37.67,1,0,0
T0021427,2026-03-16 09:35:00,16.48,0.0688,3,94.92,1,0,0
T0021428,2026-03-16 09:40:00,29.21,0.0222,2,30.9,0,0,0
T0021429,2026-03-16 09:45:00,65.32,0.2381,3,10.99,1,0,0
T0021430,2026-03-16 09:50:00,43.43,0.0323,0,43.79,0,0,0
T0021431,2026-03-16 09:55:00,15.22,0.2332,1,13.34,1,0,0
T0021432,2026-03-16 10:00:00,15.25,0.0628,0,92.58,1,0,0
T0021433,2026-03-16 10:05:00,70.05,0.1444,5,10.98,0,0,0
T0021434,2026-03-16 10:10:00,100.29,0.1629,2,9.06,1,0,0
T0021435,2026-03-16 10:15:00,12.7,0.076,1,33.99,1,0,0
T0021436,2026-03-16 10:20:00,73.73,0.0258,1,188.31,1,0,0
T0021437,2026-03-16 10:25:00,38.23,0.0173,0,5.32,1,0,0
T0021438,2026-03-16 10:30:00,28.04,0.5202,2,98.61,1,0,0
T0021439,2026-03-16 10:35:00,7.23,0.0228,0,13.19,1,0,0
T0021440,2026-03-16 10:40:00,6.17,0.4167,1,31.39,1,0,0
T0021441,2026-03-16 10:45:00,33.53,0.0261,1,3.24,0,0,0
T0021442,2026-03-16 10:50:00,1.36,0.1369,2,166.71,0,0,0
T0021443,2026-03-16 10:55:00,13.25,0.2918,2,27.6,0,0,0
T0021444,2026-03-16 11:00:00,33.39,0.2085,1,11.14,1,0,0
T0021445,2026-03-16 11:05:00,4.12,0.1627,1,67.87,1,0,0
T0021446,2026-03-16 11:10:00,111.36,0.2851,1,55.55,1,0,0
T0021447,2026-03-16 11:15:00,115.01,0.0985,2,0.35,1,0,0
T0021448,2026-03-16 11:20:00,7.56,0.0066,2,18.26,1,0,0
T0021449,2026-03-16 11:25:00,19.55,0.1775,3,15.84,0,0,0
T0021450,2026-03-16 11:30:00,19.28,0.2027,0,22.98,1,0,0
T0021451,2026-03-16 11:35:00,12.7,0.2584,1,0.17,1,0,0
T0021452,2026-03-16 11:40:00,13.43,0.267,2,86.86,0,0,0
T0021453,2026-03-16 11:45:00,35.51,0.0992,2,87.06,1,0,0
T0021454,2026-03-16 11:50:00,115.9,0.0669,4,0.44,0,0,0
T0021455,2026-03-16 11:55:00,23.88,0.2176,2,27.85,0,0,0
T0021456,2026-03-16 12:00:00,24.42,0.1087,3,14.44,1,1,0
T0021457,2026-03-16 12:05:00,25.12,0.2019,1,29.38,1,0,0
T0021458,2026-03-16 12:10:00,11.03,0.1439,4,1.53,0,0,0
T0021459,2026-03-16 12:15:00,41.1,0.1301,2,0.06,1,1,0
T0021460,2026-03-16 12:20:00,13.42,0.1526,2,3.21,1,0,0
T0021461,2026-03-16 12:25:00,8.23,0.2078,3,21.48,1,0,0
T0021462,2026-03-16 12:30:00,42.28,0.0974,2,17.79,0,0,0
T0021463,2026-03-16 12:35:00,3.41,0.0191,0,12.16,1,0,0
T0021464,2026-03-16 12:40:00,13.3,0.0641,3,5.1,1,0,0
T0021465,2026-03-16 12:45:00,14.86,0.2187,1,62.24,1,0,0
T0021466,2026-03-16 12:50:00,19.28,0.0096,4,15.37,1,0,0
T0021467,2026-03-16 12:55:00,4.73,0.1142,1,12.28,1,0,0
T0021468,2026-03-16 13:00:00,8.55,0.0503,1,11.92,1,0,0
T0021469,2026-03-16 13:05:00,19.07,0.0839,3,56.84,1,0,0
T0021470,2026-03-16 13:10:00,40.27,0.1819,0,5.9,0,0,0
T0021471,2026-03-16 13:15:00,19.68,0.166,2,44.49,1,0,0
T0021472,2026-03-16 13:20:00,17.94,0.2901,2,70.2,1,0,0
T0021473,2026-03-16 13:25:00,9.57,0.212,1,13.77,0,0,0
T0021474,2026-03-16 13:30:00,22.53,0.1558,1,21.97,1,0,0
T0021475,2026-03-16 13:35:00,1.37,0.1115,3,11.78,0,0,0
T0021476,2026-03-16 13:40:00,42.05,0.0677,0,24.21,0,0,0
T0021477,2026-03-16 13:45:00,57.91,0.1361,3,16.23,0,0,0
T0021478,2026-03-16 13:50:00,21.7,0.0308,2,14.5,1,1,0
T0021479,2026-03-16 13:55:00,8.38,0.1034,2,15.74,1,0,0
T0021480,2026-03-16 14:00:00,83.58,0.1971,0,59.17,1,0,0
T0021481,2026-03-16 14:05:00,11.24,0.0824,2,27.1,1,0,0
T0021482,2026-03-16 14:10:00,84.5,0.1374,3,93.61,0,0,0
T0021483,2026-03-16 14:15:00,16.88,0.3221,2,67.61,1,0,0
T0021484,2026-03-16 14:20:00,10.35,0.1379,0,13.84,1,0,0
T0021485,2026-03-16 14:25:00,17.86,0.0572,5,34.22,0,0,0
T0021486,2026-03-16 14:30:00,11.19,0.0824,1,60.2,1,0,0
T0021487,2026-03-16 14:35:00,18.72,0.0416,5,52.92,0,0,0
T0021488,2026-03-16 14:40:00,36.31,0.0166,2,70.26,1,0,0
T0021489,2026-03-16 14:45:00,17.11,0.063,3,5.06,1,0,0
T0021490,2026-03-16 14:50:00,14.03,0.1233,0,1.41,1,0,0
T0021491,2026-03-16 14:55:00,21.7,0.082,2,98.9,0,0,0
T0021492,2026-03-16 15:00:00,32.68,0.1602,1,4.44,0,0,0
T0021493,2026-03-16 15:05:00,22.2,0.1023,4,170.61,1,0,0
T0021494,2026-03-16 15:10:00,38.02,0.0706,2,88.21,1,0,0
T0021495,2026-03-16 15:15:00,39.51,0.0908,0,40.79,1,0,0
T0021496,2026-03-16 15:20:00,29.54,0.219,4,144.55,0,0,0
T0021497,2026-03-16 15:25:00,45.17,0.0462,0,13.57,1,0,0
T0021498,2026-03-16 15:30:00,22.49,0.3392,2,28.24,1,0,0
T0021499,2026-03-16 15:35:00,68.76,0.1559,1,4.96,0,0,0
T0021500,2026-03-16 15:40:00,33.17,0.0953,0,13.22,1,0,0
T0021501,2026-03-16 15:45:00,50.97,0.1829,2,1.56,1,0,0
T0021502,2026-03-16 15:50:00,18.32,0.197,4,0.87,1,0,0
T0021503,2026-03-16 15:55:00,5.44,0.1311,0,50.45,1,0,0
T0021504,2026-03-16 16:00:00,14.27,0.2084,4,182.64,1,0,0
T0021505,2026-03-16 16:05:00,23.1,0.1589,1,10.94,1,0,0
T0021506,2026-03-16 16:10:00,31.99,0.1122,3,4.45,1,0,0
T0021507,2026-03-16 16:15:00,21.46,0.2618,2,165.65,1,0,0
T0021508,2026-03-16 16:20:00,95.28,0.2555,4,71.19,1,0,0
T0021509,2026-03-16 16:25:00,6.14,0.2259,3,36.57,0,0,0
T0021510,2026-03-16 16:30:00,3.86,0.1892,2,2.21,1,0,0
T0021511,2026-03-16 16:35:00,18.56,0.0972,1,57.77,1,0,0
T0021512,2026-03-16 16:40:00,11.33,0.3081,1,1.55,1,0,0
T0021513,2026-03-16 16:45:00,22.9,0.257,4,19.57,1,0,0
T0021514,2026-03-16 16:50:00,42.57,0.0971,1,30.06,1,0,0
T0021515,2026-03-16 16:55:00,323.14,0.2071,4,23.22,0,0,0
T0021516,2026-03-16 17:00:00,6.07,0.409,0,17.2,0,0,0
T0021517,2026-03-16 17:05:00,7.71,0.1956,2,18.94,1,1,0
T0021518,2026-03-16 17:10:00,21.0,0.5204,6,35.0,1,0,0
T0021519,2026-03-16 17:15:00,5.18,0.0781,3,62.67,1,0,1
T0021520,2026-03-16 17:20:00,10.5,0.0407,1,69.71,1,1,0
T0021521,2026-03-16 17:25:00,78.81,0.2406,2,68.56,1,0,0
T0021522,2026-03-16 17:30:00,20.95,0.0067,3,20.01,1,0,0
T0021523,2026-03-16 17:35:00,21.62,0.0511,0,13.04,1,0,0
T0021524,2026-03-16 17:40:00,66.1,0.1593,2,70.65,0,0,0
T0021525,2026-03-16 17:45:00,4.12,0.1409,0,31.64,0,0,0
T0021526,2026-03-16 17:50:00,25.05,0.04,1,27.19,1,0,0
T0021527,2026-03-16 17:55:00,21.18,0.2454,0,118.68,0,0,0
T0021528,2026-03-16 18:00:00,28.93,0.0288,0,29.94,1,0,0
T0021529,2026-03-16 18:05:00,8.34,0.3846,2,14.87,0,0,0
T0021530,2026-03-16 18:10:00,14.54,0.0639,2,11.9,1,0,0
T0021531,2026-03-16 18:15:00,20.09,0.0957,2,52.17,1,0,0
T0021532,2026-03-16 18:20:00,45.75,0.1871,4,21.21,0,0,0
T0021533,2026-03-16 18:25:00,10.88,0.1088,2,50.17,0,0,0
T0021534,2026-03-16 18:30:00,40.64,0.0342,3,23.08,0,0,0
T0021535,2026-03-16 18:35:00,2.75,0.0155,1,127.03,1,0,0
T0021536,2026-03-16 18:40:00,33.71,0.1019,0,22.92,1,0,0
T0021537,2026-03-16 18:45:00,47.55,0.1297,1,51.08,1,0,0
T0021538,2026-03-16 18:50:00,9.1,0.0933,0,17.17,0,0,0
T0021539,2026-03-16 18:55:00,16.67,0.0392,2,4.95,1,0,0
T0021540,2026-03-16 19:00:00,22.14,0.2133,1,23.88,1,0,0
T0021541,2026-03-16 19:05:00,29.5,0.0563,1,60.56,0,0,0
T0021542,2026-03-16 19:10:00,72.04,0.1101,2,21.03,0,0,0
T0021543,2026-03-16 19:15:00,26.76,0.0078,2,8.55,1,0,0
T0021544,2026-03-16 19:20:00,17.8,0.1087,1,4.12,1,0,0
T0021545,2026-03-16 19:25:00,18.33,0.0568,3,1.64,0,0,0
T0021546,2026-03-16 19:30:00,28.98,0.2122,1,33.92,0,0,0
T0021547,2026-03-16 19:35:00,47.63,0.1953,3,27.28,0,0,0
T0021548,2026-03-16 19:40:00,28.53,0.2397,2,8.73,1,0,0
T0021549,2026-03-16 19:45:00,12.99,0.0846,5,73.05,0,0,0
T0021550,2026-03-16 19:50:00,15.98,0.1934,1,8.22,1,0,0
T0021551,2026-03-16 19:55:00,10.26,0.1229,3,55.21,1,0,0
T0021552,2026-03-16 20:00:00,9.49,0.1419,0,32.9,1,1,0
T0021553,2026-03-16 20:05:00,13.8,0.1267,1,2.69,1,0,0
T0021554,2026-03-16 20:10:00,12.67,0.0906,4,16.58,1,0,0
T0021555,2026-03-16 20:15:00,46.94,0.0348,2,34.08,0,0,0
T0021556,2026-03-16 20:20:00,6.94,0.0889,0,22.94,1,0,0
T0021557,2026-03-16 20:25:00,23.8,0.2219,2,10.78,1,0,0
T0021558,2026-03-16 20:30:00,7.08,0.0262,1,48.95,1,0,0
T0021559,2026-03-16 20:35:00,48.09,0.2446,0,16.44,1,0,0
T0021560,2026-03-16 20:40:00,29.84,0.0367,4,2.65,1,0,0
T0021561,2026-03-16 20:45:00,75.96,0.0138,1,50.72,1,0,0
T0021562,2026-03-16 20:50:00,37.79,0.1135,1,51.03,1,0,0
T0021563,2026-03-16 20:55:00,8.2,0.1656,3,13.03,1,0,0
T0021564,2026-03-16 21:00:00,23.04,0.1501,0,45.17,0,0,0
T0021565,2026-03-16 21:05:00,12.05,0.44,3,137.55,1,0,0
T0021566,2026-03-16 21:10:00,13.37,0.0553,1,21.93,1,0,0
T0021567,2026-03-16 21:15:00,8.22,0.0793,3,54.65,1,0,0
T0021568,2026-03-16 21:20:00,16.47,0.052,3,6.77,0,0,0
T0021569,2026-03-16 21:25:00,24.29,0.2138,3,55.4,1,0,0
T0021570,2026-03-16 21:30:00,27.3,0.1074,3,33.84,1,1,0
T0021571,2026-03-16 21:35:00,247.44,0.1288,1,28.69,1,0,0
T0021572,2026-03-16 21:40:00,18.98,0.0057,2,45.26,1,0,0
T0021573,2026-03-16 21:45:00,24.17,0.3683,2,11.57,0,0,0
